building_address,building_lat,building_lng,intersection_id,intersection_lat,intersection_lng,shortest_distance_meters
415 Red Hook Lane,40.6910753,-73.988789,11381945330,40.6961114,-73.9885861,561.022
204 Livingston Street,40.6895599,-73.9861426,42464631,40.6920559,-73.9826228,567.0569999999999
204 Livingston Street,40.6895599,-73.9861426,42464823,40.6921704,-73.9891263,474.308
204 Livingston Street,40.6895599,-73.9861426,42464824,40.6918024,-73.9882134,405.972
204 Livingston Street,40.6895599,-73.9861426,42464827,40.6914546,-73.9873387,322.699
204 Livingston Street,40.6895599,-73.9861426,42464832,40.690663,-73.9853532,350.30400000000003
204 Livingston Street,40.6895599,-73.9861426,42464834,40.690561,-73.985105,374.10600000000005
204 Livingston Street,40.6895599,-73.9861426,42464836,40.690292,-73.984433,438.17500000000007
204 Livingston Street,40.6895599,-73.9861426,42464838,40.6901448,-73.9840629,214.27799999999996
204 Livingston Street,40.6895599,-73.9861426,42464844,40.6897015,-73.9829511,320.18999999999994
204 Livingston Street,40.6895599,-73.9861426,42464847,40.689358,-73.982098,399.634
204 Livingston Street,40.6895599,-73.9861426,42464848,40.6889411,-73.9810499,499.428
204 Livingston Street,40.6895599,-73.9861426,42466438,40.6887841,-73.9835721,204.998
204 Livingston Street,40.6895599,-73.9861426,42469226,40.6932563,-73.9881544,568.634
204 Livingston Street,40.6895599,-73.9861426,42469228,40.6922794,-73.9881997,459.941
204 Livingston Street,40.6895599,-73.9861426,42480566,40.693036,-73.984292,758.1870000000001
204 Livingston Street,40.6895599,-73.9861426,42480569,40.6930502,-73.9852301,679.0790000000001
204 Livingston Street,40.6895599,-73.9861426,42480571,40.693088,-73.986226,595.0070000000001
204 Livingston Street,40.6895599,-73.9861426,42481889,40.6949665,-73.987162,713.524
204 Livingston Street,40.6895599,-73.9861426,42491554,40.6959659,-73.9845903,1047.119
204 Livingston Street,40.6895599,-73.9861426,42491582,40.6911662,-73.9821756,672.9279999999999
204 Livingston Street,40.6895599,-73.9861426,42491585,40.6899297,-73.9815542,656.067
204 Livingston Street,40.6895599,-73.9861426,42491589,40.688761,-73.980843,525.987
204 Livingston Street,40.6895599,-73.9861426,42492210,40.6904673,-73.9878775,203.42000000000002
204 Livingston Street,40.6895599,-73.9861426,42492213,40.6898629,-73.9882859,278.934
204 Livingston Street,40.6895599,-73.9861426,42494919,40.6922042,-73.9862727,376.831
204 Livingston Street,40.6895599,-73.9861426,42494920,40.6921587,-73.9852776,660.4309999999999
204 Livingston Street,40.6895599,-73.9861426,42494921,40.6921272,-73.9843423,581.497
204 Livingston Street,40.6895599,-73.9861426,42494924,40.6920899,-73.9833969,501.6809999999999
204 Livingston Street,40.6895599,-73.9861426,42496432,40.691039,-73.9894028,347.11400000000003
204 Livingston Street,40.6895599,-73.9861426,42497737,40.6960551,-73.9871076,834.659
204 Livingston Street,40.6895599,-73.9861426,42502404,40.689222,-73.9846917,98.77999999999999
204 Livingston Street,40.6895599,-73.9861426,42510861,40.6901632,-73.9870995,129.621
204 Livingston Street,40.6895599,-73.9861426,42515825,40.6903899,-73.9898327,427.94700000000006
204 Livingston Street,40.6895599,-73.9861426,42523094,40.6890086,-73.9861587,78.679
204 Livingston Street,40.6895599,-73.9861426,42523684,40.6896291,-73.985733,0.0
204 Livingston Street,40.6895599,-73.9861426,42523688,40.688451,-73.9827164,286.099
204 Livingston Street,40.6895599,-73.9861426,42523691,40.6879371,-73.9813995,410.976
204 Livingston Street,40.6895599,-73.9861426,42523903,40.6905587,-73.9826854,752.9949999999999
204 Livingston Street,40.6895599,-73.9861426,278630368,40.692096,-73.9889495,457.26
204 Livingston Street,40.6895599,-73.9861426,278630910,40.6909958,-73.9892384,332.444
204 Livingston Street,40.6895599,-73.9861426,278631323,40.6903367,-73.9896591,443.73400000000004
204 Livingston Street,40.6895599,-73.9861426,278632281,40.6925287,-73.9888795,505.832
204 Livingston Street,40.6895599,-73.9861426,278632502,40.6950187,-73.9886923,783.417
204 Livingston Street,40.6895599,-73.9861426,278632503,40.6961134,-73.988653,905.227
204 Livingston Street,40.6895599,-73.9861426,588036470,40.6910889,-73.986427,248.131
204 Livingston Street,40.6895599,-73.9861426,597844593,40.6929609,-73.9833513,956.6450000000001
204 Livingston Street,40.6895599,-73.9861426,597844596,40.6930266,-73.9831149,966.614
204 Livingston Street,40.6895599,-73.9861426,597844756,40.6924916,-73.9905666,601.769
204 Livingston Street,40.6895599,-73.9861426,597844772,40.6936062,-73.9835754,881.7260000000001
204 Livingston Street,40.6895599,-73.9861426,1258875373,40.6913337,-73.9820768,808.639
204 Livingston Street,40.6895599,-73.9861426,1258875489,40.6899251,-73.9813796,641.337
204 Livingston Street,40.6895599,-73.9861426,1258875710,40.6920539,-73.9824379,582.6479999999999
204 Livingston Street,40.6895599,-73.9861426,1258875754,40.688872,-73.9808694,516.476
204 Livingston Street,40.6895599,-73.9861426,1258945540,40.6932475,-73.9887372,587.361
204 Livingston Street,40.6895599,-73.9861426,1258945651,40.693201,-73.9888695,580.672
204 Livingston Street,40.6895599,-73.9861426,1693893347,40.6931259,-73.9872481,508.72700000000003
204 Livingston Street,40.6895599,-73.9861426,2696777590,40.6899461,-73.983563,261.86699999999996
204 Livingston Street,40.6895599,-73.9861426,3026465132,40.6936053,-73.9833753,898.5970000000001
204 Livingston Street,40.6895599,-73.9861426,3536386693,40.6932538,-73.9862175,613.4570000000001
204 Livingston Street,40.6895599,-73.9861426,4526565698,40.693721,-73.9834313,1315.22
204 Livingston Street,40.6895599,-73.9861426,4735727610,40.6922318,-73.9872962,409.225
204 Livingston Street,40.6895599,-73.9861426,5009155051,40.694921,-73.9860671,805.992
204 Livingston Street,40.6895599,-73.9861426,6933321234,40.6910987,-73.9891992,344.367
204 Livingston Street,40.6895599,-73.9861426,6993160951,40.6936085,-73.9842856,821.8490000000002
204 Livingston Street,40.6895599,-73.9861426,10001058440,40.6949359,-73.988697,774.202
204 Livingston Street,40.6895599,-73.9861426,11381945329,40.695257,-73.9886807,809.933
204 Livingston Street,40.6895599,-73.9861426,11381945330,40.6961114,-73.9885861,905.389
189 Schermerhorn Street,40.6895297,-73.9864671,42464631,40.6920559,-73.9826228,567.0569999999999
189 Schermerhorn Street,40.6895297,-73.9864671,42464823,40.6921704,-73.9891263,474.308
189 Schermerhorn Street,40.6895297,-73.9864671,42464824,40.6918024,-73.9882134,405.972
189 Schermerhorn Street,40.6895297,-73.9864671,42464827,40.6914546,-73.9873387,322.699
189 Schermerhorn Street,40.6895297,-73.9864671,42464832,40.690663,-73.9853532,350.30400000000003
189 Schermerhorn Street,40.6895297,-73.9864671,42464834,40.690561,-73.985105,374.10600000000005
189 Schermerhorn Street,40.6895297,-73.9864671,42464836,40.690292,-73.984433,438.17500000000007
189 Schermerhorn Street,40.6895297,-73.9864671,42464838,40.6901448,-73.9840629,214.27799999999996
189 Schermerhorn Street,40.6895297,-73.9864671,42464844,40.6897015,-73.9829511,320.18999999999994
189 Schermerhorn Street,40.6895297,-73.9864671,42464847,40.689358,-73.982098,399.634
189 Schermerhorn Street,40.6895297,-73.9864671,42464848,40.6889411,-73.9810499,499.428
189 Schermerhorn Street,40.6895297,-73.9864671,42466438,40.6887841,-73.9835721,204.998
189 Schermerhorn Street,40.6895297,-73.9864671,42469226,40.6932563,-73.9881544,568.634
189 Schermerhorn Street,40.6895297,-73.9864671,42469228,40.6922794,-73.9881997,459.941
189 Schermerhorn Street,40.6895297,-73.9864671,42480566,40.693036,-73.984292,758.1870000000001
189 Schermerhorn Street,40.6895297,-73.9864671,42480569,40.6930502,-73.9852301,679.0790000000001
189 Schermerhorn Street,40.6895297,-73.9864671,42480571,40.693088,-73.986226,595.0070000000001
189 Schermerhorn Street,40.6895297,-73.9864671,42481889,40.6949665,-73.987162,713.524
189 Schermerhorn Street,40.6895297,-73.9864671,42491554,40.6959659,-73.9845903,1047.119
189 Schermerhorn Street,40.6895297,-73.9864671,42491582,40.6911662,-73.9821756,672.9279999999999
189 Schermerhorn Street,40.6895297,-73.9864671,42491585,40.6899297,-73.9815542,656.067
189 Schermerhorn Street,40.6895297,-73.9864671,42491589,40.688761,-73.980843,525.987
189 Schermerhorn Street,40.6895297,-73.9864671,42492210,40.6904673,-73.9878775,203.42000000000002
189 Schermerhorn Street,40.6895297,-73.9864671,42492213,40.6898629,-73.9882859,278.934
189 Schermerhorn Street,40.6895297,-73.9864671,42494919,40.6922042,-73.9862727,376.831
189 Schermerhorn Street,40.6895297,-73.9864671,42494920,40.6921587,-73.9852776,660.4309999999999
189 Schermerhorn Street,40.6895297,-73.9864671,42494921,40.6921272,-73.9843423,581.497
189 Schermerhorn Street,40.6895297,-73.9864671,42494924,40.6920899,-73.9833969,501.6809999999999
189 Schermerhorn Street,40.6895297,-73.9864671,42496432,40.691039,-73.9894028,347.11400000000003
189 Schermerhorn Street,40.6895297,-73.9864671,42497737,40.6960551,-73.9871076,834.659
189 Schermerhorn Street,40.6895297,-73.9864671,42502404,40.689222,-73.9846917,98.77999999999999
189 Schermerhorn Street,40.6895297,-73.9864671,42510861,40.6901632,-73.9870995,129.621
189 Schermerhorn Street,40.6895297,-73.9864671,42515825,40.6903899,-73.9898327,427.94700000000006
189 Schermerhorn Street,40.6895297,-73.9864671,42523094,40.6890086,-73.9861587,78.679
189 Schermerhorn Street,40.6895297,-73.9864671,42523684,40.6896291,-73.985733,0.0
189 Schermerhorn Street,40.6895297,-73.9864671,42523688,40.688451,-73.9827164,286.099
189 Schermerhorn Street,40.6895297,-73.9864671,42523691,40.6879371,-73.9813995,410.976
189 Schermerhorn Street,40.6895297,-73.9864671,42523903,40.6905587,-73.9826854,752.9949999999999
189 Schermerhorn Street,40.6895297,-73.9864671,278630368,40.692096,-73.9889495,457.26
189 Schermerhorn Street,40.6895297,-73.9864671,278630910,40.6909958,-73.9892384,332.444
189 Schermerhorn Street,40.6895297,-73.9864671,278631323,40.6903367,-73.9896591,443.73400000000004
189 Schermerhorn Street,40.6895297,-73.9864671,278632281,40.6925287,-73.9888795,505.832
189 Schermerhorn Street,40.6895297,-73.9864671,278632502,40.6950187,-73.9886923,783.417
189 Schermerhorn Street,40.6895297,-73.9864671,278632503,40.6961134,-73.988653,905.227
189 Schermerhorn Street,40.6895297,-73.9864671,588036470,40.6910889,-73.986427,248.131
189 Schermerhorn Street,40.6895297,-73.9864671,597844593,40.6929609,-73.9833513,956.6450000000001
189 Schermerhorn Street,40.6895297,-73.9864671,597844596,40.6930266,-73.9831149,966.614
189 Schermerhorn Street,40.6895297,-73.9864671,597844756,40.6924916,-73.9905666,601.769
189 Schermerhorn Street,40.6895297,-73.9864671,597844772,40.6936062,-73.9835754,881.7260000000001
189 Schermerhorn Street,40.6895297,-73.9864671,1258875373,40.6913337,-73.9820768,808.639
189 Schermerhorn Street,40.6895297,-73.9864671,1258875489,40.6899251,-73.9813796,641.337
189 Schermerhorn Street,40.6895297,-73.9864671,1258875710,40.6920539,-73.9824379,582.6479999999999
189 Schermerhorn Street,40.6895297,-73.9864671,1258875754,40.688872,-73.9808694,516.476
189 Schermerhorn Street,40.6895297,-73.9864671,1258945540,40.6932475,-73.9887372,587.361
189 Schermerhorn Street,40.6895297,-73.9864671,1258945651,40.693201,-73.9888695,580.672
189 Schermerhorn Street,40.6895297,-73.9864671,1693893347,40.6931259,-73.9872481,508.72700000000003
189 Schermerhorn Street,40.6895297,-73.9864671,2696777590,40.6899461,-73.983563,261.86699999999996
189 Schermerhorn Street,40.6895297,-73.9864671,3026465132,40.6936053,-73.9833753,898.5970000000001
189 Schermerhorn Street,40.6895297,-73.9864671,3536386693,40.6932538,-73.9862175,613.4570000000001
189 Schermerhorn Street,40.6895297,-73.9864671,4526565698,40.693721,-73.9834313,1315.22
189 Schermerhorn Street,40.6895297,-73.9864671,4735727610,40.6922318,-73.9872962,409.225
189 Schermerhorn Street,40.6895297,-73.9864671,5009155051,40.694921,-73.9860671,805.992
189 Schermerhorn Street,40.6895297,-73.9864671,6933321234,40.6910987,-73.9891992,344.367
189 Schermerhorn Street,40.6895297,-73.9864671,6993160951,40.6936085,-73.9842856,821.8490000000002
189 Schermerhorn Street,40.6895297,-73.9864671,10001058440,40.6949359,-73.988697,774.202
189 Schermerhorn Street,40.6895297,-73.9864671,11381945329,40.695257,-73.9886807,809.933
189 Schermerhorn Street,40.6895297,-73.9864671,11381945330,40.6961114,-73.9885861,905.389
35 Nevins Street,40.6874842,-73.9814988,42464631,40.6920559,-73.9826228,683.366
35 Nevins Street,40.6874842,-73.9814988,42464823,40.6921704,-73.9891263,885.284
35 Nevins Street,40.6874842,-73.9814988,42464824,40.6918024,-73.9882134,816.948
35 Nevins Street,40.6874842,-73.9814988,42464827,40.6914546,-73.9873387,733.675
35 Nevins Street,40.6874842,-73.9814988,42464832,40.690663,-73.9853532,761.28
35 Nevins Street,40.6874842,-73.9814988,42464834,40.690561,-73.985105,785.082
35 Nevins Street,40.6874842,-73.9814988,42464836,40.690292,-73.984433,849.151
35 Nevins Street,40.6874842,-73.9814988,42464838,40.6901448,-73.9840629,427.694
35 Nevins Street,40.6874842,-73.9814988,42464844,40.6897015,-73.9829511,319.85300000000007
35 Nevins Street,40.6874842,-73.9814988,42464847,40.689358,-73.982098,238.41200000000003
35 Nevins Street,40.6874842,-73.9814988,42464848,40.6889411,-73.9810499,338.206
35 Nevins Street,40.6874842,-73.9814988,42466438,40.6887841,-73.9835721,205.978
35 Nevins Street,40.6874842,-73.9814988,42469226,40.6932563,-73.9881544,979.6099999999999
35 Nevins Street,40.6874842,-73.9814988,42469228,40.6922794,-73.9881997,870.9169999999999
35 Nevins Street,40.6874842,-73.9814988,42480566,40.693036,-73.984292,1169.1629999999998
35 Nevins Street,40.6874842,-73.9814988,42480569,40.6930502,-73.9852301,1090.0549999999998
35 Nevins Street,40.6874842,-73.9814988,42480571,40.693088,-73.986226,1005.9829999999998
35 Nevins Street,40.6874842,-73.9814988,42481889,40.6949665,-73.987162,1124.4999999999998
35 Nevins Street,40.6874842,-73.9814988,42491554,40.6959659,-73.9845903,1458.0949999999998
35 Nevins Street,40.6874842,-73.9814988,42491582,40.6911662,-73.9821756,789.237
35 Nevins Street,40.6874842,-73.9814988,42491585,40.6899297,-73.9815542,494.845
35 Nevins Street,40.6874842,-73.9814988,42491589,40.688761,-73.980843,364.765
35 Nevins Street,40.6874842,-73.9814988,42492210,40.6904673,-73.9878775,614.396
35 Nevins Street,40.6874842,-73.9814988,42492213,40.6898629,-73.9882859,689.91
35 Nevins Street,40.6874842,-73.9814988,42494919,40.6922042,-73.9862727,787.807
35 Nevins Street,40.6874842,-73.9814988,42494920,40.6921587,-73.9852776,776.74
35 Nevins Street,40.6874842,-73.9814988,42494921,40.6921272,-73.9843423,697.806
35 Nevins Street,40.6874842,-73.9814988,42494924,40.6920899,-73.9833969,617.99
35 Nevins Street,40.6874842,-73.9814988,42496432,40.691039,-73.9894028,758.0899999999999
35 Nevins Street,40.6874842,-73.9814988,42497737,40.6960551,-73.9871076,1245.6349999999998
35 Nevins Street,40.6874842,-73.9814988,42502404,40.689222,-73.9846917,312.196
35 Nevins Street,40.6874842,-73.9814988,42510861,40.6901632,-73.9870995,540.597
35 Nevins Street,40.6874842,-73.9814988,42515825,40.6903899,-73.9898327,838.9229999999999
35 Nevins Street,40.6874842,-73.9814988,42523094,40.6890086,-73.9861587,489.655
35 Nevins Street,40.6874842,-73.9814988,42523684,40.6896291,-73.985733,410.976
35 Nevins Street,40.6874842,-73.9814988,42523688,40.688451,-73.9827164,124.87700000000001
35 Nevins Street,40.6874842,-73.9814988,42523691,40.6879371,-73.9813995,0.0
35 Nevins Street,40.6874842,-73.9814988,42523903,40.6905587,-73.9826854,869.304
35 Nevins Street,40.6874842,-73.9814988,278630368,40.692096,-73.9889495,868.236
35 Nevins Street,40.6874842,-73.9814988,278630910,40.6909958,-73.9892384,743.42
35 Nevins Street,40.6874842,-73.9814988,278631323,40.6903367,-73.9896591,854.7099999999999
35 Nevins Street,40.6874842,-73.9814988,278632281,40.6925287,-73.9888795,916.808
35 Nevins Street,40.6874842,-73.9814988,278632502,40.6950187,-73.9886923,1194.393
35 Nevins Street,40.6874842,-73.9814988,278632503,40.6961134,-73.988653,1316.2030000000002
35 Nevins Street,40.6874842,-73.9814988,588036470,40.6910889,-73.986427,659.107
35 Nevins Street,40.6874842,-73.9814988,597844593,40.6929609,-73.9833513,1367.6209999999999
35 Nevins Street,40.6874842,-73.9814988,597844596,40.6930266,-73.9831149,1377.59
35 Nevins Street,40.6874842,-73.9814988,597844756,40.6924916,-73.9905666,1012.745
35 Nevins Street,40.6874842,-73.9814988,597844772,40.6936062,-73.9835754,1292.7019999999998
35 Nevins Street,40.6874842,-73.9814988,1258875373,40.6913337,-73.9820768,647.417
35 Nevins Street,40.6874842,-73.9814988,1258875489,40.6899251,-73.9813796,480.115
35 Nevins Street,40.6874842,-73.9814988,1258875710,40.6920539,-73.9824379,698.957
35 Nevins Street,40.6874842,-73.9814988,1258875754,40.688872,-73.9808694,355.254
35 Nevins Street,40.6874842,-73.9814988,1258945540,40.6932475,-73.9887372,998.337
35 Nevins Street,40.6874842,-73.9814988,1258945651,40.693201,-73.9888695,991.648
35 Nevins Street,40.6874842,-73.9814988,1693893347,40.6931259,-73.9872481,919.7029999999999
35 Nevins Street,40.6874842,-73.9814988,2696777590,40.6899461,-73.983563,378.17600000000004
35 Nevins Street,40.6874842,-73.9814988,3026465132,40.6936053,-73.9833753,1309.5729999999999
35 Nevins Street,40.6874842,-73.9814988,3536386693,40.6932538,-73.9862175,1024.4329999999998
35 Nevins Street,40.6874842,-73.9814988,4526565698,40.693721,-73.9834313,1726.196
35 Nevins Street,40.6874842,-73.9814988,4735727610,40.6922318,-73.9872962,820.2009999999999
35 Nevins Street,40.6874842,-73.9814988,5009155051,40.694921,-73.9860671,1216.9679999999998
35 Nevins Street,40.6874842,-73.9814988,6933321234,40.6910987,-73.9891992,755.343
35 Nevins Street,40.6874842,-73.9814988,6993160951,40.6936085,-73.9842856,1232.8249999999998
35 Nevins Street,40.6874842,-73.9814988,10001058440,40.6949359,-73.988697,1185.178
35 Nevins Street,40.6874842,-73.9814988,11381945329,40.695257,-73.9886807,1220.909
35 Nevins Street,40.6874842,-73.9814988,11381945330,40.6961114,-73.9885861,1316.365
