X,Y
1001576,229823
1004456,253203
1000980,228602
995854,232859
999908,239291
991491,226827
989201,223954
1005185,255369
988909,207759
989936,202035
990509,215065
987485,220072
988813,205994
982943,208202
987164,217175
1000918,233019
999678,231568
982943,208202
981619,203345
994830,215929
1005048,253628
982576,203196
981399,196469
1000980,228602
998085,235544
1000980,228602
1001185,247834
1000980,228602
992723,227805
983521,204305
1000692,234937
1000980,228602
981219,195621
986981,200356
986352,216867
987152,212811
1000980,228602
1000831,243015
998635,241120
996237,231517
990269,214501
992117,227451
985898,198802
991280,225567
1006258,253900
1006180,253933
998298,228994
989565,224652
996237,231517
999366,235484
992592,228822
987765,211174
988725,198998
983139,208039
1001521,236610
992925,231443
1004263,249607
1000765,229514
1000980,228602
1004263,249607
987139,199013
1000279,238975
997123,230357
982915,208266
991771,225359
986609,212447
998137,223017
985199,198629
996404,231993
990128,226826
1001040,227307
997011,239894
1001042,233041
986594,201226
987257,217542
992726,227204
985199,198629
995298,230356
999505,235721
989876,223270
992685,213566
995036,217074
992593,218733
988290,199487
983456,203270
1006073,254569
986594,201226
1000980,228602
1000980,228602
995036,217074
985924,217611
996525,232199
989333,224183
1000818,227990
999133,238011
987066,202441
985277,211439
996404,231993
987139,199013
982540,201369
994073,220904
987392,199033
989936,226312
998150,231170
997230,230491
990408,226349
1006180,253933
1005064,253191
990049,224038
997616,230811
997521,230839
985500,198837
1000633,242940
1005141,254120
986807,217123
982314,199145
997080,232093
983816,200608
999949,240785
986209,216254
1000873,248788
995387,236184
987611,203895
997273,237279
989936,202035
997551,239620
1000980,228602
1001752,248817
994051,230096
1000386,229140
998875,236439
987139,199013
988886,207857
1006258,253900
1006203,253888
1006258,253900
1006180,253933
1006180,253933
988725,198999
997569,236063
990165,208084
996170,237897
1000980,228602
981071,196297
998425,220695
997258,224991
993243,232094
998465,230987
999867,240236
998736,221128
988572,223418
988505,211918
986567,211248
989377,202345
983452,203344
987819,201162
993434,227411
987868,201131
990658,224792
982861,206175
985477,202072
998869,232016
1000306,236062
997853,221013
993434,227411
987813,201146
987813,201146
1001099,249521
998407,222962
987858,201089
994747,215423
1000980,228602
990446,227653
990391,227732
981590,203790
985686,201951
1001595,237740
1000230,228870
999957,228371
1000648,240917
988521,205924
993416,217376
995387,236184
999867,240236
989869,202646
990458,226319
1000388,243263
999867,240236
988696,205389
987193,204208
1000233,232764
988589,207191
1000980,228602
999867,240236
994403,229319
1000737,229551
